giaphong,dientich,vido,kinhdo,loai,drmd,kcdc,loaiwc,tiennghi,thuantien
2700000,28.0,20.955772664,105.7973625455,Ccmn,3.7,100.0,Khepkin,8,7
3400000,25.0,21.0555954,105.8391043,Ccmn,3.2,100.0,Khepkin,12,8
2300000,25.0,21.0236139,105.849723,Nhatang,2.6,156.0,Khepkin,4,6
2200000,15.0,20.9946132,105.8171052,Nhatang,2.4,400.0,Khepkin,8,6
3000000,20.0,21.0156355,105.8058162,Nhatang,8.0,5.0,Khepkin,11,2
3500000,25.0,21.0081633,105.8202698,Nhatang,3.6,5.0,Khepkin,12,6
3000000,22.0,20.997495,105.821833,Nhatang,2.8,5.0,Kkk,12,7
3500000,25.0,20.9875318,105.8129425,Nhatang,2.6,5.0,Khepkin,13,4
2300000,20.0,20.9718662,105.7831197,Nhatang,2.6,5.0,Kkk,12,3
2800000,22.0,20.9720942,105.7773059,Nhatang,2.4,5.0,Khepkin,9,6
3100000,20.0,21.051503,105.8058931,Ccmm,4.4,73.0,Khepkin,9,8
2900000,20.0,20.9718662,105.7831197,Nhatang,3.4,5.0,khepkin,12,7
3300000,35.0,20.9867494,105.7932222,Nhatang,2.2,200.0,Khepkin,10,6
3300000,35.0,20.9963776,105.8624791,Ccmm,2.6,50.0,Khepkin,13,6
2400000,20.0,20.9675864,105.7890517,Nhatang,5.8,5.0,Kkk,10,4
1600000,20.0,20.9718662,105.7831197,Nhacap,2.6,45.0,Kkk,12,3
3400000,25.0,21.0236139,105.849723,Ccmn,3.6,5.0,Khepkin,10,9
2000000,20.0,20.9675864,105.7890517,Nhatang,2.9,89.0,Kkk,5,6
2600000,20.0,20.9675864,105.7890517,Ccmn,5.8,5.0,Khepkin,10,8
1500000,25.0,21.0617164,105.8623586,Nhacap,1.4,1600.0,Kkk,4,2
2000000,20.0,21.007917987,105.8002423263,Nhatang,2.6,350.0,Kkk,6,4
2500000,28.0,21.009421,105.867881,Nhatang,4.9,38.2,Khepkin,7,8
1600000,28.0,21.009421,105.867881,nhacap,4.3,98.3,kkk,2,6
3900000,30.0,20.978783,105.791615,ccmn,3.8,3.0,Khepkin,8,9
3100000,30.0,20.978783,105.791615,nhatang,3.2,261.0,Khepkin,6,5
3600000,25.0,20.980013,105.822345,nhatang,5.1,79.7,Khepkin,8,10
2200000,25.0,20.980013,105.822345,nhacap,3.4,168.7,Khepkin,6,4
2500000,30.0,21.001042,105.75059,nhatang,6.0,6.8,Khepkin,8,7
1700000,30.0,21.001042,105.75059,nhacap,6.0,138.4,kkk,4,6
2600000,22.0,20.961316,105.839269,ccmn,3.9,155.3,khepkin,7,7
2200000,22.0,20.961316,105.839269,nhacap,2.9,155.3,khepkin,5,4
1600000,15.0,20.955716,105.842076,nhatang,3.6,129.9,khepkin,2,4
2200000,15.0,20.955716,105.842076,ccmn,4.5,129.9,khepkin,6,6
2500000,23.0,21.089065,105.792758,nhatang,4.2,58.3,khepkin,8,6
2300000,28.0,20.955772664,105.7973625455,Nhatang,2.6,232.0,Khepkin,4,4
4000000,30.0,21.0112995,105.8168879,Nhatang,2.4,5.0,Khepkin,14,7
1400000,10.0,20.991646,105.863525,Nhatang,1.8,470.0,Kkk,4,6
4100000,30.0,21.0112995,105.8168879,Ccmn,2.9,5.0,Khepkin,6,10
4000000,28.0,21.0055267,105.7791327,Ccmm,14.0,20.0,Khepkin,12,8
2500000,28.0,20.955772664,105.7973625455,Ccmm,2.6,100.0,Khepkin,7,4
3000000,25.0,21.0555954,105.8391043,Nhatang,2.6,100.0,Khepkin,12,5
2300000,14.0,21.089169,105.7980932,Nhatang,6.4,5.0,Khepkin,8,9
2900000,23.0,21.089065,105.792758,ccmn,2.5,104.1,khepkin,8,7
6500000,60.0,21.072514,105.813674,nhatang,3.6,78.0,khepkin,8,10
5000000,60.0,21.072514,105.813674,nhatang,2.1,329.0,kkk,6,6
2500000,19.0,21.003608,105.846088,nhacap,3.2,217.3,kkk,6,5
3000000,30.0,20.990801,105.81546,nhatang,1.9,180.6,Khepkin,5,6
2000000,14.0,21.089169,105.7980932,Nhatang,6.4,5.0,Kkk,8,7
4200000,30.0,20.990801,105.81546,ccmn,5.3,180.6,Khepkin,10,9
2800000,18.0,21.0325002,105.8476534,Nhatang,2.4,500.0,Khepkin,7,6
23500000,19.0,21.003608,105.846088,nhatang,5.2,20.8,khepkin,8,10
200000,13.0,21.0007205,105.853629,Nhatang,2.2,320.0,Kkk,6,4
4500000,26.0,21.0355536,105.8528836,Nhatang,5.03,200.0,Khepkin,14,7
2700000,17.0,21.0364733,105.8028875,Ccmm,6.2,368.0,Khepkin,5,5
4200000,26.0,21.0355536,105.8528836,Nhatang,4.3,200.0,Khepkin,8,7
3000000,14.0,21.089169,105.7980932,Ccmn,6.4,5.0,Khepkin,10,9
4800000,26.0,21.0355536,105.8528836,Ccmn,5.03,52.0,Khepkin,12,12
2800000,30.0,21.0499504,105.8422235,Nhatang,2.6,160.0,Khepkin,10,5
3500000,17.0,21.0364733,105.8028875,Ccmm,6.4,5.0,Khepkin,12,7
2200000,20.0,21.051503,105.8058931,Nhatang,2.4,290.0,Khepkin,4,5
3200000,17.0,21.0364733,105.8028875,nhatang,6.4,5.0,Khepkin,8,7
2700000,25.0,21.0555954,105.8391043,Nhatang,2.6,202.0,Khepkin,5,5
3800000,35.0,20.994142,105.776415,ccmn,5.53,5.0,Khepkin,12,12
2500000,22.0,21.077288,105.7738373,nhatang,4.44,219.0,Khepkin,7,7
3500000,30.0,21.0863576,105.8065808,nhatang,8.6,8.0,Khepkin,9,9
2000000,30.0,21.0863576,105.8065808,nhacap,8.6,138.8,Khepkin,5,8
5500000,30.0,21.014561,105.840337,nhatang,6.8,22.6,Khepkin,12,14
2000000,32.0,20.933508,105.845249,nhacap,5.2,112.0,Khepkin,5,6
3000000,30.0,21.0863576,105.8065808,nhatang,8.6,8.0,Khepkin,5,8
2500000,32.0,20.933508,105.845249,ccmn,5.5,19.0,Khepkin,10,10
2500000,20.0,20.959237,105.820791,nhatang,2.8,6.0,Khepkin,10,8
2500000,40.0,20.956492,105.796681,nhatang,7.6,4.0,Khepkin,4,7
5500000,35.0,21.008657,105.812828,nhatang,8.5,53.6,Khepkin,3,7
2300000,32.0,20.933508,105.845249,nhatang,5.2,69.0,Khepkin,10,10
5800000,35.0,21.008657,105.812828,ccmn,8.5,53.6,Khepkin,10,12
3700000,35.0,21.008657,105.812828,nhatang,3.2,210.4,Khepkin,3,7
6800000,60.0,21.009196,105.808173,nhatang,3.2,4.9,Khepkin,10,13
2000000,25.0,21.032966,105.802645,nhatang,2.1,53.6,Khepkin,3,7
2500000,25.0,21.032966,105.802645,ccmn,2.3,53.6,Khepkin,6,7
4600000,30.0,21.046293,105.812353,nhatang,7.8,53.6,Khepkin,10,12
5000000,35.0,21.0182069,105.7792653,ccmn,3.7,17.8,Khepkin,11,11
3200000,35.0,21.0182069,105.7792653,nhacap,3.7,174.0,Khepkin,4,8
3500000,25.0,20.9680938,105.7819472,ccmn,7.9,5.0,Khepkin,9,12
1500000,25.0,21.032966,105.802645,nhacap,1.9,102.8,kkk,3,6
3000000,25.0,20.9680938,105.7819472,nhatang,7.9,58.2,Khepkin,7,7
1700000,25.0,20.9680938,105.7819472,nhacap,7.9,150.5,kkk,6,6
3000000,42.0,20.955657,105.757303,nhacap,11.8,3.0,Khepkin,5,7
3500000,42.0,20.955657,105.757303,nhatang,11.8,5.0,Khepkin,10,7
2000000,42.0,20.955657,105.757303,nhacap,8.2,3.0,kkk,7,7
2100000,20.0,21.047088,105.779942,nhatang,2.5,116.3,khepkin,8,7
2800000,32.0,20.9988360184,105.8708469269,nhatang,1.9,100.8,khepkin,1,2
1800000,20.0,21.047088,105.779942,nhatang,2.2,120.0,khepkin,2,7
3200000,45.0,20.9766578954,105.8239199494,nhatang,1.9,201.8,khepkin,3,1
4300000,35.0,20.9988360184,105.8708469269,ccmn,3.3,50.6,khepkin,8,8
4000000,45.0,20.9766578954,105.8239199494,ccmn,2.3,56.0,khepkin,8,6
4500000,35.0,21.0182069,105.7792653,nhatang,3.7,17.8,Khepkin,6,8
